year,month,school,StudentID,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Tuition,Scholarship,ScholarshipPercent
2023,April,BV,1358,F,19,R,GT3,A,2,2,at_home,services,course,mother,3,4,1,no,no,no,no,yes,yes,yes,no,3,2,3,4,2,2,6,10,8,14,15500,3685,24%
2023,May,PI,1094,F,16,U,GT3,T,2,3,other,services,course,other,1,2,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,5,5,8,9,0,13,20000,4916,25%
2023,June,MS,1771,M,22,U,GT3,A,3,2,services,services,reputation,mother,3,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,4,5,1,3,2,1,9,3,11000,5079,46%
2023,July,GP,1203,F,17,R,GT3,T,4,2,teacher,other,course,other,3,3,2,no,no,no,yes,yes,yes,yes,no,2,4,3,5,4,2,9,14,9,15,15500,4098,26%
2023,August,BV,832,F,15,R,GT3,T,4,4,other,other,course,mother,3,1,2,no,no,no,no,yes,yes,yes,yes,3,3,3,2,2,1,1,7,9,13,15500,4620,30%
2023,September,PI,427,F,21,U,GT3,T,2,3,services,teacher,course,mother,3,2,0,no,yes,no,yes,no,yes,yes,no,2,2,5,1,2,4,23,18,18,10,20000,5961,30%
2023,October,MS,460,F,21,U,GT3,T,1,4,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,yes,no,2,4,3,2,3,5,25,15,0,1,11000,3443,31%
2023,November,GP,80,F,19,R,GT3,A,4,2,teacher,services,course,father,1,4,1,no,no,no,yes,no,yes,yes,yes,3,5,3,2,5,1,6,2,7,15,15500,3085,20%
2023,December,BV,1987,F,22,U,GT3,T,1,3,services,services,home,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,1,1,5,4,3,2,24,2,12,12,15500,5876,38%
2023,January,PI,1724,F,21,U,GT3,T,4,4,at_home,services,course,mother,1,2,3,no,no,no,no,yes,yes,no,no,2,4,3,5,1,3,1,3,3,14,20000,3220,16%
2023,February,MS,522,F,20,U,GT3,A,4,2,services,services,reputation,father,1,1,1,no,no,yes,no,yes,yes,no,no,4,4,1,5,1,2,17,5,5,19,11000,5097,46%
2023,March,GP,1463,M,19,U,GT3,T,1,3,at_home,services,course,mother,1,3,2,no,no,no,no,yes,yes,no,no,4,2,1,1,5,3,12,14,12,9,15500,4226,27%
2023,April,BV,936,M,21,U,GT3,T,2,3,at_home,at_home,course,mother,4,4,2,no,no,no,no,yes,yes,yes,no,2,5,1,4,3,3,22,13,2,12,15500,3715,24%
2023,May,PI,1062,M,15,U,LE3,T,3,3,at_home,other,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,2,1,5,4,1,1,30,19,9,4,20000,1410,7%
2023,June,MS,1015,M,21,U,LE3,T,1,4,health,services,course,father,2,4,1,no,no,no,yes,no,yes,yes,no,3,5,3,2,2,1,14,17,8,17,11000,1476,13%
2023,July,GP,633,M,19,U,GT3,T,4,2,other,other,home,mother,3,4,1,no,yes,no,no,yes,yes,yes,no,1,1,3,3,1,3,30,7,0,16,15500,4096,26%
2023,August,BV,940,F,17,U,GT3,T,4,3,services,services,home,father,2,1,2,no,no,no,yes,yes,yes,no,no,5,3,1,3,1,4,17,2,4,8,15500,4619,30%
2023,September,PI,309,F,21,U,LE10,T,2,3,other,other,course,mother,4,1,2,no,no,no,no,no,yes,yes,no,3,4,3,5,5,5,16,18,16,13,20000,1128,6%
2023,October,MS,530,F,19,U,GT3,T,1,2,other,services,course,father,1,2,0,no,no,no,no,no,yes,yes,no,2,5,1,4,5,5,2,9,18,16,11000,4030,37%
2023,November,GP,1462,F,22,U,GT3,T,4,3,services,teacher,course,mother,4,2,2,no,yes,no,no,yes,yes,yes,no,4,2,3,3,5,2,20,3,4,9,15500,4205,27%
2023,December,BV,1829,F,15,U,GT3,T,2,1,other,other,course,mother,3,3,3,no,no,no,no,yes,yes,yes,no,3,4,4,3,4,2,16,16,0,2,15500,3754,24%
2023,January,PI,670,F,18,R,GT3,T,1,4,teacher,other,course,mother,3,1,3,no,no,no,yes,no,yes,yes,no,3,4,2,2,1,4,30,14,5,0,20000,3362,17%
2023,February,MS,1214,M,17,U,GT3,T,2,3,services,other,course,mother,4,4,0,no,yes,no,yes,yes,yes,yes,no,1,3,5,3,5,4,16,8,4,2,11000,4413,40%
2023,March,GP,1393,M,21,U,GT3,T,4,1,health,services,reputation,other,2,4,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,5,5,17,15,13,17,15500,4045,26%
2023,April,BV,1262,F,20,U,GT3,T,1,3,teacher,at_home,home,mother,2,4,1,no,no,no,yes,yes,yes,no,yes,3,5,2,1,4,5,28,16,7,8,15500,3366,22%
2023,May,PI,823,F,19,U,GT3,T,3,1,other,teacher,course,mother,2,3,3,no,yes,no,no,no,yes,no,no,1,5,2,2,3,4,26,15,19,16,20000,3573,18%
2023,June,MS,1596,M,16,U,LE10,T,1,4,health,services,course,mother,3,3,2,no,yes,yes,yes,yes,yes,yes,yes,5,1,3,1,3,4,18,7,3,10,11000,1505,14%
2023,July,GP,75,M,17,U,GT3,T,1,4,services,other,reputation,mother,3,2,0,no,no,no,no,no,no,no,no,5,5,2,3,1,2,1,16,8,6,15500,4902,32%
2023,August,BV,780,F,17,U,GT3,T,4,4,other,other,course,mother,4,4,0,no,yes,no,no,no,yes,yes,yes,1,1,5,3,3,3,14,19,5,18,15500,3192,21%
2023,September,PI,1561,F,18,U,GT3,T,4,1,services,other,course,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,5,3,5,4,5,12,12,4,16,20000,5364,27%
2023,October,MS,1573,F,22,U,LE10,T,2,4,health,services,course,father,3,3,0,no,no,no,yes,yes,yes,yes,yes,1,5,3,1,1,4,16,6,3,5,11000,1474,13%
2023,November,GP,1541,M,18,U,GT3,T,3,3,teacher,services,course,mother,2,4,3,no,no,no,no,yes,no,no,no,3,5,2,1,2,5,22,1,3,6,15500,5788,37%
2023,December,BV,1775,F,19,R,GT3,T,2,4,health,other,course,mother,4,4,1,no,no,no,no,yes,no,no,no,4,1,2,3,1,1,5,7,14,3,15500,5323,34%
2023,January,PI,559,F,18,U,GT3,T,4,3,teacher,other,course,mother,1,4,1,no,no,no,no,yes,yes,yes,yes,2,4,1,1,1,3,18,5,6,6,20000,5375,27%
2023,February,MS,1259,F,22,U,GT3,T,4,3,other,other,course,mother,4,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,3,3,1,3,24,0,3,18,11000,4263,39%
2023,March,GP,1456,F,19,U,GT3,T,3,2,services,services,course,father,2,3,1,no,no,no,no,yes,yes,no,yes,2,4,5,1,3,5,29,11,13,5,15500,5113,33%
2023,April,BV,1064,F,16,R,LE10,T,3,1,services,services,course,mother,2,3,0,no,yes,no,no,yes,no,no,no,2,1,3,1,1,3,23,2,3,13,15500,1282,8%
2023,May,PI,1520,F,20,U,GT10,T,2,4,other,services,course,mother,1,1,2,no,yes,no,yes,yes,no,no,yes,1,3,5,5,4,4,28,14,2,7,20000,1051,5%
2023,June,MS,1758,F,20,U,LE10,T,1,3,health,other,course,father,3,1,1,no,no,no,no,yes,yes,yes,yes,5,1,1,2,1,1,30,8,13,17,11000,1391,13%
2023,July,GP,1590,F,16,U,GT3,T,1,4,services,services,home,father,1,1,3,no,yes,yes,yes,no,yes,yes,yes,4,4,4,4,5,2,5,2,17,2,15500,3754,24%
2023,August,BV,349,F,22,R,GT3,T,2,1,teacher,other,home,mother,4,4,0,no,yes,no,no,yes,yes,no,yes,1,4,2,4,3,1,15,9,16,13,15500,3748,24%
2023,September,PI,341,M,20,U,GT3,T,2,3,health,health,reputation,mother,4,4,0,no,yes,yes,yes,yes,yes,yes,no,4,1,2,5,3,2,26,11,7,18,20000,3286,16%
2023,October,MS,1345,M,18,U,GT3,T,1,2,services,other,course,father,1,4,2,no,no,no,no,yes,yes,no,yes,1,2,4,1,4,3,19,3,15,14,11000,5999,55%
2023,November,GP,965,F,20,U,GT3,T,1,3,teacher,other,reputation,mother,3,3,1,no,no,no,no,no,yes,yes,yes,5,5,1,4,5,5,13,8,0,3,15500,4250,27%
2023,December,BV,1944,F,22,U,GT3,A,1,3,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,1,5,4,3,5,2,25,14,16,7,15500,3586,23%
2023,January,PI,1068,F,16,U,GT3,T,3,2,other,services,home,mother,2,1,3,no,no,no,no,yes,yes,no,yes,2,2,2,5,4,3,9,6,8,13,20000,5039,25%
2023,February,MS,1464,M,16,R,LE10,T,1,3,other,other,reputation,mother,1,3,2,no,yes,no,no,yes,yes,yes,yes,3,2,1,1,3,1,12,18,8,19,11000,1960,18%
2023,March,GP,229,F,19,R,GT3,T,1,4,teacher,other,course,mother,2,2,1,no,yes,no,yes,yes,yes,yes,yes,1,2,4,2,4,5,15,12,12,13,15500,3947,25%
2023,April,BV,1643,F,16,U,GT3,T,3,3,other,other,reputation,mother,2,2,2,no,no,no,no,no,yes,no,no,3,2,3,2,5,3,2,15,7,9,15500,4714,30%
2023,May,PI,253,F,21,U,GT3,T,3,2,services,other,reputation,father,1,1,2,no,yes,yes,no,yes,yes,no,no,3,3,5,5,2,4,14,14,2,0,20000,3046,15%
2023,June,MS,82,F,21,U,LE10,T,2,4,at_home,services,other,mother,4,2,2,no,no,no,no,yes,yes,yes,yes,3,1,4,3,5,4,12,6,8,0,11000,1037,9%
2023,July,GP,1747,F,21,U,GT3,T,4,4,other,other,course,mother,4,4,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,3,21,1,4,7,15500,5478,35%
2023,August,BV,66,F,22,R,GT3,T,3,3,teacher,other,home,mother,1,4,3,no,yes,no,no,yes,yes,yes,yes,2,4,1,5,2,1,14,17,12,10,15500,4787,31%
2023,September,PI,1306,F,21,U,GT3,T,4,3,services,other,home,mother,3,2,0,no,yes,no,no,no,yes,yes,yes,5,2,3,1,5,3,1,19,17,19,20000,4220,21%
2023,October,MS,416,F,16,U,GT3,T,1,4,services,services,reputation,father,1,4,0,no,yes,no,yes,yes,no,yes,yes,3,2,1,5,1,5,1,0,7,8,11000,4237,39%
2023,November,GP,469,M,19,U,GT3,T,1,3,other,other,reputation,mother,2,4,2,no,no,no,yes,yes,yes,no,yes,2,2,4,4,3,4,26,13,0,17,15500,5427,35%
2023,December,BV,1495,M,15,U,LE10,T,1,2,other,other,reputation,mother,4,3,0,no,no,no,yes,yes,yes,yes,no,3,4,3,2,5,1,1,17,0,10,15500,1994,13%
2023,January,PI,494,M,17,R,GT10,T,2,2,other,services,other,mother,4,3,2,no,no,no,no,yes,yes,yes,no,1,1,3,1,1,2,21,12,5,10,20000,1782,9%
2023,February,MS,1285,M,19,U,LE10,T,3,1,health,services,other,mother,3,3,0,no,no,no,no,yes,yes,yes,no,3,1,3,3,1,3,18,19,6,3,11000,1132,10%
2023,March,GP,1301,M,17,U,GT3,T,4,4,teacher,other,course,mother,4,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,3,4,1,1,26,0,19,12,15500,4778,31%
2023,April,BV,99,F,22,U,GT3,T,4,2,services,other,reputation,mother,2,3,1,no,no,no,yes,yes,yes,yes,no,2,3,4,1,4,4,24,7,6,6,15500,4826,31%
2023,May,PI,286,F,16,U,LE10,T,1,2,services,other,home,mother,4,1,2,no,no,no,no,yes,yes,yes,yes,3,3,3,3,3,4,18,6,6,9,20000,1516,8%
2023,June,MS,826,F,18,U,GT3,A,4,3,health,services,course,mother,1,1,3,no,yes,no,yes,no,yes,yes,no,2,4,2,1,4,2,3,4,16,19,11000,3611,33%
2023,July,GP,1204,F,16,R,GT3,A,2,2,health,services,course,mother,2,3,2,no,no,no,yes,no,yes,yes,no,5,4,1,3,1,4,30,4,14,0,15500,3464,22%
2023,August,BV,1524,F,19,U,GT3,T,4,3,services,services,other,other,2,4,2,no,no,no,yes,no,yes,yes,yes,1,3,4,5,4,3,3,8,7,5,15500,4887,32%
2023,September,PI,1550,F,18,U,GT3,T,1,2,other,services,reputation,mother,3,3,0,no,no,no,yes,yes,yes,yes,no,2,1,1,1,4,1,21,13,6,12,20000,5712,29%
2023,October,MS,134,M,19,U,LE3,T,2,2,other,other,home,father,3,3,2,no,no,no,no,yes,yes,no,no,4,1,5,2,3,2,22,17,11,2,11000,1041,9%
2023,November,GP,1681,M,15,U,LE3,T,2,1,services,services,course,father,2,4,2,no,no,yes,no,yes,yes,no,no,5,4,4,1,1,2,16,10,18,6,15500,1330,9%
2023,December,BV,721,F,15,R,LE3,T,3,2,teacher,teacher,home,mother,2,1,3,no,no,no,no,yes,yes,no,no,5,5,3,1,2,2,26,17,19,9,15500,1393,9%
2023,January,PI,283,F,21,U,GT3,T,4,1,other,other,home,father,4,1,1,no,no,no,no,yes,yes,yes,no,5,3,4,4,3,3,9,5,9,2,20000,4229,21%
2023,February,MS,1776,M,16,U,GT3,T,1,2,services,teacher,home,mother,3,4,1,no,yes,no,yes,yes,yes,yes,yes,5,1,4,1,3,5,24,4,3,15,11000,5623,51%
2023,March,GP,1819,M,16,U,GT3,T,3,4,health,teacher,reputation,mother,2,3,2,no,no,no,yes,no,yes,yes,no,3,4,2,2,2,4,13,8,12,11,15500,3007,19%
2023,April,BV,1751,F,19,U,GT3,T,3,4,services,other,home,mother,1,2,1,no,yes,no,no,yes,yes,yes,no,4,1,5,5,5,3,19,19,13,12,15500,3063,20%
2023,May,PI,44,F,16,U,LE10,T,4,1,other,other,reputation,mother,2,3,2,no,no,no,yes,yes,yes,no,no,4,5,1,2,5,1,0,0,13,5,20000,1405,7%
2023,June,MS,956,F,17,R,GT3,A,3,1,teacher,other,course,mother,4,3,0,no,no,no,no,no,yes,yes,no,2,2,2,4,4,1,15,0,8,15,11000,5620,51%
2023,July,GP,1867,M,16,U,GT3,T,2,2,services,other,reputation,mother,2,1,3,no,no,no,no,no,yes,yes,no,5,5,2,4,2,4,13,18,9,8,15500,5257,34%
2023,August,BV,1138,F,22,U,GT3,A,3,2,teacher,services,reputation,mother,1,4,3,no,yes,no,no,yes,yes,yes,no,5,4,2,4,4,3,23,13,8,10,15500,3502,23%
2023,September,PI,1979,F,21,U,LE3,T,2,3,other,services,home,mother,4,1,0,no,no,no,no,yes,yes,yes,no,4,2,1,3,5,1,11,17,13,19,20000,1301,7%
2023,October,MS,1483,F,15,U,LE3,T,3,1,services,other,course,mother,3,2,3,no,no,no,yes,no,yes,yes,no,5,1,1,5,2,2,5,10,6,14,11000,1227,11%
2023,November,GP,1329,F,19,U,GT10,A,3,1,health,other,other,mother,4,2,3,no,yes,no,yes,yes,yes,yes,no,1,5,1,4,2,1,6,6,13,8,15500,1762,11%
2023,December,BV,1417,F,18,U,LE10,T,2,1,other,other,home,mother,3,3,2,no,yes,no,no,yes,yes,yes,no,1,2,4,2,4,4,20,16,2,11,15500,1646,11%
2023,January,PI,486,F,20,U,GT10,T,4,1,other,other,reputation,mother,3,3,3,no,no,no,yes,yes,yes,no,yes,5,2,5,5,3,3,30,14,3,0,20000,1525,8%
2023,February,MS,1365,F,20,U,LE10,T,2,4,other,other,reputation,other,4,1,2,no,yes,no,no,no,yes,no,no,2,4,5,1,3,4,8,12,14,15,11000,1215,11%
2023,March,GP,1651,F,19,U,GT3,T,4,4,other,other,home,mother,4,2,2,no,yes,yes,yes,yes,yes,yes,yes,1,2,5,1,2,5,17,14,4,8,15500,5587,36%
2023,April,BV,513,F,19,U,GT3,T,2,3,other,other,reputation,mother,1,2,1,no,no,no,no,no,no,no,no,3,3,5,2,1,1,28,13,13,15,15500,5963,38%
2023,May,PI,519,M,22,U,GT3,T,4,2,other,other,home,mother,3,3,0,no,yes,no,no,no,yes,yes,yes,5,3,5,4,5,4,22,8,15,6,20000,5667,28%
2023,June,MS,1235,M,17,U,GT3,T,3,3,teacher,other,other,mother,2,4,0,no,no,no,no,yes,yes,yes,yes,5,3,1,4,1,5,6,9,13,1,11000,5000,45%
2023,July,GP,475,F,16,U,GT3,T,4,1,teacher,other,reputation,mother,3,4,1,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,1,1,5,17,2,4,15500,3831,25%
2023,August,BV,32,F,21,U,GT3,T,1,4,other,other,reputation,mother,1,1,1,no,no,no,no,yes,no,no,no,1,3,3,4,1,1,24,19,10,0,15500,5551,36%
2023,September,PI,760,F,22,U,GT3,T,2,4,other,health,home,father,4,1,0,no,no,no,no,yes,no,no,no,1,1,1,1,1,1,22,12,13,11,20000,3062,15%
2023,October,MS,1880,M,22,R,LE10,T,4,1,at_home,other,home,father,1,2,3,no,no,no,no,yes,yes,yes,yes,1,3,3,2,5,5,9,2,8,6,11000,1392,13%
2023,November,GP,995,F,16,R,GT10,T,4,3,other,at_home,course,mother,2,4,1,no,no,no,yes,yes,yes,yes,yes,5,3,1,3,5,2,7,5,14,7,15500,1379,9%
2023,December,BV,845,F,20,U,LE3,T,1,1,other,services,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,yes,2,2,2,3,5,1,16,12,0,1,15500,1446,9%
2023,January,PI,1290,F,15,U,LE3,T,3,2,services,other,reputation,mother,4,3,2,no,yes,no,no,yes,no,no,no,3,5,5,1,2,5,9,5,16,1,20000,1460,7%
2023,February,MS,503,F,18,R,GT3,T,1,1,services,teacher,other,mother,3,4,0,no,yes,no,yes,yes,no,no,yes,3,5,1,2,1,2,24,10,16,18,11000,3249,30%
2023,March,GP,717,F,22,U,GT3,T,2,1,other,other,home,mother,1,3,3,no,no,no,no,yes,yes,yes,yes,3,4,1,1,1,4,25,13,13,17,15500,4797,31%
2023,April,BV,228,F,16,U,GT3,T,4,2,services,services,home,mother,3,4,2,no,yes,yes,yes,no,yes,yes,yes,1,5,5,3,1,1,28,10,15,1,15500,3660,24%
2023,May,PI,1237,F,17,R,GT3,T,4,3,at_home,other,reputation,mother,3,1,1,no,yes,no,no,yes,yes,no,yes,1,1,1,2,5,1,6,7,18,9,20000,3699,18%
2023,June,MS,382,F,22,U,GT3,A,3,4,other,other,course,mother,1,3,2,no,yes,yes,yes,yes,yes,yes,no,3,5,4,5,5,5,21,19,1,4,11000,5570,51%
2023,July,GP,497,M,19,U,GT3,T,3,1,services,services,reputation,father,2,4,2,no,no,no,no,yes,yes,no,yes,5,3,1,3,2,1,2,18,16,15,15500,5880,38%
2023,August,BV,886,M,22,U,GT3,T,3,3,teacher,other,course,mother,2,3,3,no,no,no,no,no,yes,yes,yes,3,3,3,1,1,1,7,3,1,1,15500,5021,32%
2023,September,PI,1797,M,18,R,LE10,A,3,4,other,other,course,mother,3,4,1,no,no,no,no,yes,yes,yes,no,3,5,1,1,5,3,0,19,16,5,20000,1522,8%
2023,October,MS,1739,M,17,U,GT3,T,2,4,services,other,reputation,father,1,3,2,no,no,no,no,yes,yes,no,yes,1,1,1,5,3,2,10,18,2,17,11000,5905,54%
2023,November,GP,1962,M,17,U,GT3,T,4,3,other,other,course,father,4,3,3,no,yes,no,no,yes,yes,yes,yes,1,4,4,2,2,3,7,0,16,1,15500,4831,31%
2023,December,BV,241,F,17,U,GT3,T,3,3,teacher,teacher,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,1,30,1,4,2,15500,4906,32%
2023,January,PI,598,F,19,U,LE10,T,2,2,services,other,reputation,father,2,2,1,no,no,no,no,no,yes,no,no,1,5,5,2,3,3,14,14,13,7,20000,1345,7%
2023,February,MS,36,F,21,U,GT3,T,4,4,at_home,other,home,mother,1,3,3,no,yes,yes,no,yes,yes,no,no,3,2,1,5,5,5,29,11,7,12,11000,5068,46%
2023,March,GP,484,F,18,U,GT3,A,1,2,services,other,reputation,mother,1,3,1,no,no,no,no,yes,yes,yes,yes,1,3,1,4,4,3,30,17,6,4,15500,4516,29%
2023,April,BV,825,F,22,U,GT3,A,1,4,other,other,home,father,3,4,0,no,yes,no,no,yes,yes,yes,yes,1,4,5,1,4,5,25,19,1,13,15500,3104,20%
2023,May,PI,304,F,17,R,GT3,T,4,4,other,other,home,mother,4,4,1,no,yes,no,no,yes,yes,yes,yes,2,3,3,5,1,2,7,15,2,4,20000,4585,23%
2023,June,MS,1208,M,22,U,GT3,T,1,4,other,other,home,mother,1,4,2,no,yes,no,no,no,yes,yes,yes,2,5,5,2,4,3,15,1,13,4,11000,5290,48%
2023,July,GP,1570,M,15,U,GT3,A,1,2,services,other,course,mother,1,1,2,no,yes,no,yes,yes,no,yes,yes,1,1,3,1,5,4,0,13,18,15,15500,5093,33%
2023,August,BV,249,F,22,U,GT3,T,4,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,no,yes,1,2,3,4,3,1,28,3,19,5,15500,3770,24%
2023,September,PI,1667,F,18,U,LE10,T,1,4,services,other,course,mother,1,1,3,no,no,no,yes,yes,yes,yes,no,1,1,5,4,4,1,20,14,8,18,20000,1264,6%
2023,October,MS,1830,M,17,R,GT10,T,1,4,services,at_home,course,other,3,3,0,no,no,no,no,yes,yes,yes,no,3,4,2,2,2,1,29,15,4,16,11000,1732,16%
2023,November,GP,1975,M,19,R,LE10,T,1,4,services,teacher,course,mother,1,3,3,no,no,no,no,yes,yes,yes,no,5,4,3,5,2,4,4,6,19,11,15500,1480,10%
2023,December,BV,637,F,19,U,GT10,T,3,2,other,other,course,father,2,2,2,no,yes,no,no,yes,yes,yes,yes,5,1,1,4,3,3,8,4,15,1,15500,1965,13%
2023,January,PI,942,F,18,U,LE10,T,2,4,other,at_home,course,mother,4,1,1,no,no,no,yes,yes,yes,yes,no,2,4,4,2,3,3,0,15,9,17,20000,1206,6%
2023,February,MS,1051,F,15,U,GT3,T,3,1,services,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,5,2,5,1,1,21,12,9,14,11000,3984,36%
2023,March,GP,1828,M,16,U,GT3,A,3,2,other,services,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,no,4,3,2,1,5,5,6,4,6,17,15500,4308,28%
2023,April,BV,1466,F,16,U,GT3,T,4,4,health,other,course,other,1,2,1,no,no,no,yes,no,yes,yes,no,4,5,2,3,4,2,10,11,18,18,15500,5191,33%
2023,May,PI,1792,F,19,R,GT3,T,4,1,teacher,services,reputation,father,1,3,1,no,no,no,yes,no,yes,yes,yes,2,1,3,4,4,4,29,13,11,3,20000,5893,29%
2023,June,MS,1264,F,22,U,GT3,T,2,4,services,other,home,mother,4,1,2,no,no,no,yes,yes,yes,yes,no,3,3,2,3,2,3,9,16,0,10,11000,3618,33%
2023,July,GP,26,F,16,R,GT3,T,3,4,at_home,other,course,mother,4,3,0,no,no,no,no,yes,yes,no,no,3,4,2,3,4,3,2,1,8,0,15500,4444,29%
2023,August,BV,1347,F,16,U,GT3,T,2,3,teacher,other,course,mother,4,2,2,no,no,yes,no,yes,yes,no,no,5,5,1,5,3,4,30,5,4,0,15500,5822,38%
2023,September,PI,864,F,21,U,GT3,T,4,4,health,other,course,mother,4,4,3,no,no,no,no,yes,yes,no,no,2,3,3,5,2,4,30,7,2,7,20000,5777,29%
2023,October,MS,779,F,16,R,GT3,T,1,4,teacher,other,course,mother,4,3,1,no,no,no,no,yes,yes,yes,no,5,4,2,2,5,3,25,17,19,2,11000,4727,43%
2023,November,GP,1000,F,21,U,GT3,T,1,1,other,other,course,mother,3,3,2,no,yes,no,yes,yes,yes,yes,yes,3,2,2,1,1,4,22,5,16,15,15500,3205,21%
2023,December,BV,68,F,16,R,GT3,T,4,3,other,services,course,mother,4,2,2,no,no,no,yes,no,yes,yes,no,3,4,5,3,5,2,6,3,3,12,15500,4016,26%
2023,January,PI,1699,M,19,U,LE10,A,2,4,other,services,course,mother,1,2,3,no,yes,no,no,yes,yes,yes,no,2,3,4,2,5,5,4,3,19,5,20000,1166,6%
2023,February,MS,243,M,20,U,GT3,T,1,3,other,other,home,father,1,3,2,no,no,no,yes,yes,yes,no,no,1,2,3,1,1,4,12,4,7,18,11000,4996,45%
2023,March,GP,1634,F,22,R,GT3,T,2,2,at_home,other,home,mother,3,3,1,no,no,no,no,no,yes,yes,no,1,2,4,3,2,1,16,8,14,13,15500,5186,33%
2023,April,BV,865,F,22,U,LE3,T,1,4,services,other,course,mother,2,3,2,no,no,no,no,no,yes,yes,no,5,2,5,4,5,5,10,16,19,10,15500,1768,11%
2023,May,PI,988,F,16,U,LE3,A,4,2,other,other,course,other,3,2,3,no,yes,no,no,yes,yes,yes,no,1,4,5,2,5,1,1,18,14,4,20000,1012,5%
2023,June,MS,1160,M,21,U,GT10,A,2,2,health,other,course,mother,2,3,2,no,no,no,no,yes,yes,yes,no,3,3,2,4,4,3,23,12,11,13,11000,1245,11%
2023,July,GP,462,F,17,R,LE10,T,1,3,other,services,course,father,1,2,2,no,no,no,yes,no,yes,yes,no,5,4,2,3,2,3,30,3,18,6,15500,1589,10%
2023,August,BV,679,F,18,U,GT3,A,3,4,services,other,course,father,4,3,2,no,yes,no,yes,yes,yes,yes,no,3,1,5,5,3,2,19,10,1,5,15500,4253,27%
2023,September,PI,1696,F,20,R,GT3,T,4,3,other,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,2,4,4,24,10,17,0,20000,4784,24%
2023,October,MS,604,F,16,U,GT3,T,2,4,at_home,services,course,mother,4,1,0,no,no,no,yes,yes,yes,no,yes,5,3,4,1,3,2,0,10,5,5,11000,3017,27%
2023,November,GP,816,F,22,R,GT3,T,1,2,teacher,other,other,mother,1,1,0,no,yes,no,no,no,yes,no,no,1,4,5,3,2,4,5,11,0,15,15500,4905,32%
2023,December,BV,1566,F,19,U,GT3,T,3,1,other,other,course,mother,1,4,3,no,yes,yes,yes,yes,yes,yes,yes,1,4,3,3,4,1,11,17,8,2,15500,5277,34%
2023,January,PI,1653,F,22,U,GT3,A,3,1,services,other,reputation,other,4,2,0,no,no,no,no,no,no,no,no,2,1,2,3,2,2,29,2,6,9,20000,3265,16%
2023,February,MS,544,F,19,U,GT3,T,3,2,services,services,other,mother,4,2,1,no,yes,no,no,no,yes,yes,yes,3,3,3,3,2,5,14,6,6,7,11000,4474,41%
2023,March,GP,267,M,17,R,GT3,T,2,4,other,other,course,mother,2,3,1,no,no,no,no,yes,yes,yes,yes,1,4,3,2,4,3,9,13,1,0,15500,5294,34%
2023,April,BV,1018,M,16,U,GT3,A,4,2,at_home,other,course,mother,3,4,1,no,no,no,yes,yes,yes,yes,yes,1,3,2,2,3,5,8,4,6,14,15500,4421,29%
2023,May,PI,1488,M,18,U,LE3,T,2,3,other,other,course,mother,3,4,3,no,no,no,no,yes,no,no,no,2,4,5,1,1,2,9,15,5,13,20000,1796,9%
2023,June,MS,698,M,22,U,LE3,T,2,3,services,other,course,mother,1,2,0,no,no,no,no,yes,no,no,no,4,4,5,1,5,3,15,10,12,14,11000,1245,11%
2023,July,GP,847,M,17,R,GT10,T,3,2,at_home,services,reputation,mother,1,3,1,no,no,no,no,yes,yes,yes,yes,1,4,3,4,2,5,9,14,9,12,15500,1319,9%
2023,August,BV,1577,F,17,U,LE10,T,2,2,other,services,home,mother,1,3,3,no,no,no,yes,yes,yes,yes,yes,2,1,2,2,1,3,17,19,15,2,15500,1177,8%
2023,September,PI,353,F,18,U,GT3,T,4,2,at_home,other,course,mother,4,1,3,no,no,no,no,yes,yes,no,yes,4,4,3,3,3,3,29,0,1,2,20000,4799,24%
2023,October,MS,208,F,21,U,GT3,T,1,2,services,other,course,mother,2,2,3,no,yes,no,no,yes,no,no,no,2,4,1,3,3,2,24,18,12,19,11000,3133,28%
2023,November,GP,111,F,18,R,GT3,T,2,1,at_home,at_home,home,mother,3,1,2,no,yes,no,yes,yes,no,no,yes,2,3,3,1,5,4,22,8,10,10,15500,3721,24%
